"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.763434438E0	-1.591344547E1	-2.597995758E1	3.093478775E1	4.341839513E1
2.772019440E0	-1.006637764E1	-2.222349930E1	3.493627548E1	4.261172637E1
2.780604593E0	-3.469193935E0	-1.925188828E1	3.718325424E1	4.201505569E1
2.789189842E0	2.971590996E0	-1.755270767E1	3.588917160E1	4.006195874E1
2.797774765E0	8.586541176E0	-1.791995239E1	3.265033340E1	3.822169089E1
2.806359748E0	1.018346596E1	-1.713744354E1	2.959588623E1	3.568348963E1
2.814944977E0	6.956388950E0	-1.617427254E1	2.584757042E1	3.127451576E1
2.823530135E0	-2.167781115E0	-1.520227146E1	2.057202530E1	2.567131780E1
2.832115135E0	-1.466399765E1	-1.495504475E1	1.603460884E1	2.637792394E1
2.840700280E0	-2.673440552E1	-1.676003838E1	1.301798153E1	3.413349041E1
2.849285319E0	-3.620673752E1	-1.957209015E1	1.042267227E1	4.245735097E1
2.857870548E0	-4.179874802E1	-2.139435005E1	5.720177174E0	4.730300177E1
2.866455455E0	-4.284622574E1	-2.568955994E1	6.571769714E-1	4.996182974E1
2.875040684E0	-4.242958832E1	-2.735414124E1	-3.588104010E0	5.061021140E1
2.883625827E0	-4.141196442E1	-2.599135017E1	-6.370138168E0	4.930598078E1
2.892210827E0	-4.022735977E1	-2.354039574E1	-8.931911469E0	4.745703054E1
2.900796025E0	-3.868938828E1	-1.845083618E1	-1.124854279E1	4.431514228E1
2.909381025E0	-3.492863464E1	-1.311312675E1	-1.586206245E1	4.054095012E1
2.917966254E0	-2.814564705E1	-6.813532829E0	-2.274400330E1	3.682243017E1
2.926551408E0	-2.424369621E1	3.196722984E0	-3.022634888E1	3.887940342E1
2.935136449E0	-1.776410294E1	1.497389412E1	-3.778792191E1	4.435885368E1
2.943721601E0	-1.129462242E1	1.223176956E1	-4.395909882E1	4.700624481E1
2.952306586E0	4.083385944E0	-2.795484066E0	-6.240778732E1	6.260367953E1
2.960891742E0	5.713769913E0	-8.895657539E0	-4.815762711E1	4.930453263E1
2.969476732E0	-6.198010921E0	-7.652719021E0	-3.177777290E1	3.326869848E1
2.978061961E0	-1.705237198E1	-1.099104309E1	-2.365198135E1	3.116091527E1
2.986647114E0	-2.326058197E1	-1.615963554E1	-1.576676083E1	3.241572522E1
2.995232114E0	-2.740525055E1	-1.874914169E1	-9.907487869E0	3.465164336E1
3.003817237E0	-3.049439049E1	-2.000284767E1	-6.490954876E0	3.704260063E1
3.012402237E0	-3.397859192E1	-2.074644852E1	-3.584278107E0	3.997257665E1
3.020987387E0	-3.579741669E1	-2.096422005E1	-1.245838046E0	4.150308032E1
3.029572616E0	-3.565843582E1	-2.232328987E1	-2.225246906E0	4.212843505E1
3.038157611E0	-3.415209198E1	-2.539112091E1	-2.617822886E0	4.263715990E1
3.046742765E0	-3.322543716E1	-2.649647141E1	-1.614233971E0	4.252761953E1
3.055327731E0	-3.109740829E1	-2.570845032E1	1.039239049E0	4.036153166E1
3.063912887E0	-2.927459335E1	-2.423764229E1	3.986211061E0	3.821459143E1
3.072497872E0	-2.850207710E1	-2.218055725E1	7.468317032E0	3.687982210E1
3.081083101E0	-2.488279533E1	-2.010338783E1	1.229040909E1	3.426884681E1
3.089668239E0	-1.814813423E1	-1.733831787E1	1.891472244E1	3.142831156E1
3.098253165E0	-7.692131042E0	-1.655072784E1	2.608096886E1	3.183256836E1
3.106838410E0	2.416117907E0	-1.516388798E1	3.295944214E1	3.636077489E1
3.115423408E0	6.481648922E0	-1.329795074E1	3.799285126E1	4.077136266E1
3.124008511E0	5.715033054E0	-1.350772667E1	3.560720062E1	3.850964839E1
3.132593511E0	-3.459343910E0	-1.376203346E1	3.206482315E1	3.506441942E1
3.141178773E0	-1.515275860E1	-1.630819702E1	2.440312004E1	3.303143429E1
3.149763698E0	-2.430965805E1	-1.994714546E1	1.725132942E1	3.586720582E1
3.158348949E0	-3.222240448E1	-2.094570160E1	1.142963409E1	4.009541497E1
3.166934101E0	-3.853129959E1	-2.041609764E1	6.768327236E0	4.412809020E1
3.175519069E0	-4.147412872E1	-2.039523506E1	2.360161066E0	4.627784920E1
3.184104221E0	-4.093546677E1	-2.054149628E1	-1.347154975E0	4.582008659E1
3.192689189E0	-3.842827606E1	-1.885736084E1	-3.978105068E0	4.299020562E1
3.201274343E0	-3.438290405E1	-1.511498070E1	-7.347251892E0	3.827046959E1
3.209859581E0	-2.805392456E1	-1.056328869E1	-1.236448574E1	3.242662885E1
3.218444583E0	-2.014620590E1	-4.350852966E0	-1.924232292E1	2.819692404E1
3.227029749E0	-1.230793762E1	4.228806973E0	-2.614311218E1	2.920326097E1
3.235614751E0	-1.017863941E1	1.350807762E1	-3.182795906E1	3.604291663E1
3.244199898E0	-7.587975979E0	1.696370316E1	-3.734180832E1	4.171037344E1
3.252784934E0	-3.159332037E0	2.683520019E-1	-5.936649704E1	5.945110901E1
3.261370088E0	-2.259834051E0	-3.520328999E0	-5.328679657E1	5.345074606E1
3.269955336E0	-2.169888687E1	1.613322020E0	-3.216421509E1	3.883273402E1
3.278540336E0	-3.319388199E1	-3.438236952E0	-2.352113914E1	4.082767764E1
3.287125495E0	-3.592889023E1	-1.372680283E1	-1.694813728E1	4.203034173E1
3.295710497E0	-3.793057632E1	-1.911490250E1	-9.545356750E0	4.353414698E1
3.304295731E0	-3.953066635E1	-2.222127533E1	-2.849250078E0	4.543761531E1
3.312880884E0	-3.634915543E1	-2.449061012E1	3.500190973E0	4.396933501E1
3.321465884E0	-3.664817047E1	-2.460656357E1	8.007551193E0	4.486303875E1
3.330051038E0	-3.349888611E1	-2.534088135E1	1.111466503E1	4.344964231E1
3.338636077E0	-2.953867149E1	-2.572924042E1	1.213709068E1	4.101019259E1
3.347221231E0	-2.549803162E1	-2.298640633E1	1.454264545E1	3.728287850E1
3.355806243E0	-2.019212723E1	-1.987779045E1	1.859705162E1	3.389246058E1
3.364391472E0	-1.428668404E1	-1.707387924E1	2.337476540E1	3.228012315E1
3.372976635E0	-8.049014091E0	-1.417604637E1	2.942970657E1	3.364304605E1
3.381561635E0	-2.515017986E0	-1.127242756E1	3.395279694E1	3.586342647E1
3.390146789E0	6.834610105E-1	-1.020607758E1	3.359888077E1	3.512144540E1
3.398731791E0	1.499312997E0	-1.186691570E1	2.758265114E1	3.006450185E1
3.407316945E0	-3.161497116E0	-1.033973694E1	2.221639633E1	2.470776173E1
3.415901945E0	-8.948822021E0	-1.033878422E1	1.310318661E1	1.893846282E1
3.424487149E0	-1.536906433E1	-1.004902554E1	6.350034237E0	1.942971918E1
3.433072303E0	-2.085176468E1	-1.008936310E1	1.903887033E0	2.324254986E1
3.441657293E0	-2.424782944E1	-1.154587173E1	-2.381705046E0	2.696176748E1
3.450242481E0	-2.565953445E1	-1.271145439E1	-6.238087177E0	2.930710686E1
3.458827483E0	-2.687779427E1	-1.419502831E1	-9.364414215E0	3.180576845E1
3.467412579E0	-2.535438728E1	-1.488005447E1	-1.122312355E1	3.146775298E1
3.475997579E0	-2.443454742E1	-1.474668503E1	-1.175375557E1	3.086523282E1
3.484582828E0	-2.230417633E1	-1.504631424E1	-1.139568424E1	2.921864941E1
3.493167982E0	-1.906796837E1	-1.511057377E1	-1.113059616E1	2.675457023E1
3.501753020E0	-1.332072639E1	-1.530636024E1	-1.244015789E1	2.380092317E1
3.510338174E0	-5.710248947E0	-1.383018684E1	-1.376467133E1	2.033094164E1
3.518923176E0	1.306203961E0	-9.613351822E0	-1.530946732E1	1.812463769E1
3.527508330E0	9.192735672E0	-6.009242058E0	-1.856320953E1	2.156873032E1
3.536093567E0	1.641413116E1	-2.165417910E0	-2.046695518E1	2.632506393E1
3.544678567E0	2.021035194E1	1.422237039E0	-2.137207985E1	2.944905569E1
3.553263478E0	2.311207390E1	5.127759933E0	-1.982876205E1	3.088108946E1
3.561848707E0	2.396354294E1	9.274719238E0	-1.828079987E1	3.153505115E1
3.570433895E0	2.538436127E1	1.185626602E1	-1.660193062E1	3.256625464E1
3.579018897E0	2.489740372E1	1.081270409E1	-1.501657963E1	3.102084695E1
3.587604065E0	2.427750778E1	8.214783669E0	-1.471707726E1	2.955456678E1
3.596189294E0	2.155839348E1	4.466012001E0	-1.463590145E1	2.643708009E1
3.604774250E0	2.010656738E1	-3.185399994E-2	-1.294220448E1	2.391183229E1
3.613359404E0	1.785785294E1	-4.380727768E0	-9.641874313E0	2.076197070E1
3.621944423E0	1.446590424E1	-8.136656761E0	-5.939798832E0	1.762806793E1
3.630529577E0	1.267607880E1	-1.201432896E1	-2.311655045E0	1.761734438E1
3.639114574E0	1.035528469E1	-1.566078377E1	-3.457226038E0	1.909042905E1
3.647699727E0	8.004512787E0	-1.854578018E1	-4.523446083E0	2.069975246E1
3.656284956E0	3.897928953E0	-1.921378326E1	-5.107061863E0	2.025945207E1
3.664869932E0	-9.469289780E-1	-1.935396194E1	-5.482006073E0	2.013764902E1
3.673455086E0	-4.680655956E0	-1.986407089E1	-5.349719048E0	2.109761471E1
3.682040078E0	-7.559896946E0	-2.052281570E1	-4.518856049E0	2.233289203E1
3.690625232E0	-8.604870796E0	-2.116580391E1	-2.699294090E0	2.300698253E1
3.699210466E0	-8.558307648E0	-2.161367798E1	9.348000400E-3	2.324641463E1
3.707795466E0	-1.117195606E1	-2.138477707E1	2.078324080E0	2.421653822E1
3.716380405E0	-1.885016632E1	-2.059176064E1	2.003279924E0	2.798861388E1
3.724965634E0	-2.679513168E1	-1.506911087E1	5.223818779E0	3.118245447E1
3.733550817E0	-3.497796631E1	-8.283041000E0	9.553520203E0	3.719323384E1
3.742135819E0	-4.040564346E1	-4.537664890E0	1.259250832E1	4.256498199E1
3.750720972E0	-3.898917770E1	-5.756399155E0	1.407953072E1	4.185122811E1
3.759306201E0	-3.145020866E1	-1.053393745E1	1.223683167E1	3.535278649E1
3.767891163E0	-2.346480179E1	-1.520271873E1	8.547472000E0	2.923660133E1
3.776476317E0	-1.740113640E1	-1.841212654E1	5.358423233E0	2.589437490E1
3.785061280E0	-1.416662598E1	-2.061641312E1	2.696582079E0	2.515951781E1
3.793646432E0	-1.407382107E1	-2.223687935E1	2.907179892E-1	2.631797408E1
3.802231420E0	-1.416335297E1	-2.412247849E1	-1.863700986E0	2.803511935E1
3.810816649E0	-1.121884537E1	-2.646809769E1	-4.027534962E0	2.902832624E1
3.819401569E0	-5.383659840E0	-2.803952026E1	-7.845285892E0	2.960991389E1
3.827986798E0	2.567998886E0	-2.671850395E1	-1.367163467E1	3.012285953E1
3.836571947E0	1.195989418E1	-2.266477585E1	-1.803500938E1	3.133676270E1
3.845156949E0	2.213058853E1	-1.336898327E1	-1.996310616E1	3.266524559E1
3.853742068E0	3.052356720E1	-1.844701052E0	-2.237572670E1	3.789147954E1
3.862327297E0	3.255903625E1	6.009976864E0	-1.945574188E1	3.840229884E1
3.870912235E0	3.334713745E1	1.041898537E1	-1.690311813E1	3.881110968E1
3.879497237E0	3.183370781E1	1.257428169E1	-1.670757484E1	3.808727570E1
3.888082452E0	2.957382202E1	1.171107578E1	-1.806200027E1	3.657862899E1
3.896667606E0	2.610536003E1	9.229797363E0	-1.888137817E1	3.351395864E1
3.905252604E0	2.105031586E1	5.678345203E0	-1.796344185E1	2.824968398E1
3.913837756E0	1.679808807E1	1.966766000E0	-1.519284630E1	2.273469837E1
3.922422765E0	1.516968536E1	-1.967646956E0	-1.060657310E1	1.861425211E1
3.931007921E0	1.391410828E1	-4.654933929E0	-5.262835979E0	1.558743922E1
3.939593168E0	1.308202362E1	-6.136703014E0	-1.070968986E0	1.448949414E1
3.948178168E0	1.151622200E1	-6.930581093E0	1.297914982E0	1.350336650E1
3.956763340E0	8.607828140E0	-7.119318008E0	3.932395935E0	1.184242931E1
3.965348341E0	5.587101936E0	-7.668928146E0	2.104254961E0	9.718850544E0
3.973933535E0	4.223567009E0	-1.058571529E1	-1.155974984E0	1.145566082E1
3.982518764E0	1.237898946E0	-1.306044579E1	-4.021118164E0	1.372140770E1
3.991103745E0	-2.313858032E0	-1.399412441E1	-6.292480946E0	1.551724117E1
3.999688899E0	-4.070026875E0	-1.420194244E1	-8.605724335E0	1.709733252E1
4.008273896E0	-5.015371799E0	-1.452686310E1	-9.977098465E0	1.832283274E1
4.016859050E0	-7.670856953E0	-1.510907555E1	-1.132746315E1	2.038228720E1
4.025444053E0	-1.010501194E1	-1.538044357E1	-1.236962414E1	2.217378885E1
4.034029284E0	-1.190587616E1	-1.467067528E1	-1.212891388E1	2.245192981E1
4.042614495E0	-1.509443474E1	-1.263242340E1	-1.053730392E1	2.232610255E1
4.051199514E0	-1.950152969E1	-9.891551971E0	-1.186822128E1	2.487985404E1
4.059784667E0	-2.815873909E1	-2.846628904E0	-1.378005409E1	3.147868762E1
4.068369723E0	-3.228561020E1	8.847680092E-1	-1.332553005E1	3.493870621E1
4.076954876E0	-3.242737961E1	2.286751986E0	-1.123224258E1	3.439371245E1
4.085540100E0	-2.436018944E1	-2.409610033E0	-1.161723137E1	2.709585051E1
4.094125100E0	-1.796262169E1	-7.145674229E0	-1.337060547E1	2.350509580E1
4.102709996E0	-1.343133163E1	-1.003840446E1	-1.393109894E1	2.180013191E1
4.111295225E0	-1.143676662E1	-1.206831360E1	-1.217709541E1	2.060886888E1
4.119880408E0	-1.012701130E1	-1.325494194E1	-1.035234833E1	1.963214098E1
4.128465410E0	-9.730504990E0	-1.376092720E1	-9.140583992E0	1.917279637E1
4.137050589E0	-8.983861923E0	-1.371762276E1	-8.066564560E0	1.827436491E1
4.145635589E0	-8.273229599E0	-1.379690647E1	-7.076718807E0	1.757500797E1
4.154220794E0	-7.262523174E0	-1.466653156E1	-5.797677040E0	1.736273164E1
4.162805948E0	-6.104872227E0	-1.563543797E1	-4.103014946E0	1.727921054E1
4.171390972E0	-3.012480974E0	-1.687832832E1	-2.474889040E0	1.732276203E1
4.179976127E0	1.434996963E0	-1.528593636E1	-9.290750027E-1	1.538123034E1
4.188561385E0	1.106216526E1	-1.534350586E1	-5.148050189E-1	1.892246539E1
4.197146308E0	2.386825180E1	-1.384427547E1	1.254145980E0	2.762119276E1
4.205731520E0	3.444582367E1	-8.747522354E0	5.355653763E0	3.594046386E1
4.214316520E0	3.841690445E1	-1.862015009E0	9.415329933E0	3.959765252E1
4.222901688E0	3.526837158E1	2.025264978E0	1.316775417E1	3.770078888E1
4.231486688E0	2.778385925E1	2.221883059E0	1.302737236E1	3.076673577E1
4.240071818E0	2.194430161E1	8.425229788E-1	1.108271027E1	2.459855046E1
4.248656844E0	1.849469566E1	-5.322650075E-1	9.924138069E0	2.099584697E1
4.257241998E0	1.693975258E1	-1.619601011E0	9.265716553E0	1.937606328E1
4.265827017E0	1.643278503E1	-2.430699110E0	7.597962856E0	1.826673922E1
4.274412246E0	1.601048660E1	-3.059032917E0	5.632373810E0	1.724578205E1
4.282997399E0	1.471515656E1	-3.954060078E0	3.720038891E0	1.568467765E1
4.291582399E0	1.334418678E1	-3.780200005E0	2.039473057E0	1.401844083E1
4.300167536E0	1.195042419E1	-4.255537033E0	8.851670027E-1	1.271635775E1
4.308752536E0	1.016860485E1	-6.034433842E0	-2.511101007E0	1.208803312E1
4.317337760E0	7.844034195E0	-8.722511292E0	-3.255968094E0	1.217425168E1
4.325922685E0	4.917665958E0	-1.065391254E1	-3.043956995E0	1.212249831E1
4.334507914E0	2.064771891E0	-1.244837761E1	-2.627187014E0	1.288904572E1
4.343093068E0	-5.520610213E-1	-1.353093624E1	-2.979497910E0	1.386608866E1
4.351678068E0	-2.904014111E0	-1.412729073E1	-3.609059095E0	1.486737868E1
4.360263224E0	-5.200583935E0	-1.381024170E1	-4.244898796E0	1.535539042E1
4.368848219E0	-6.449444771E0	-1.364269543E1	-5.872494221E0	1.619273494E1
4.377433448E0	-6.845204830E0	-1.393076897E1	-8.348118782E0	1.762425148E1
4.386018587E0	-6.571975231E0	-1.395233345E1	-1.108910847E1	1.899544139E1
4.394603587E0	-7.052457809E0	-1.378251362E1	-1.384712505E1	2.077107881E1
4.403188740E0	-7.661462784E0	-1.346720314E1	-1.577919102E1	2.211439444E1
4.411773742E0	-9.834314346E0	-1.232497978E1	-1.571206856E1	2.225955893E1
4.420358916E0	-1.414897537E1	-1.028871059E1	-1.450415611E1	2.272491176E1
4.428943916E0	-1.805597305E1	-8.444256783E0	-1.392757416E1	2.431668064E1
4.437529145E0	-1.993832970E1	-6.778866768E0	-1.151060104E1	2.399966588E1
4.446114299E0	-2.229273224E1	-5.632887840E0	-8.387625694E0	2.447544894E1
4.454699279E0	-2.193535423E1	-4.884374142E0	-6.005846977E0	2.326127843E1
4.463284435E0	-1.995579910E1	-4.851420879E0	-5.372819901E0	2.122822169E1
4.471869459E0	-1.867861748E1	-5.800905228E0	-4.947385788E0	2.017468410E1
4.480454613E0	-1.786573029E1	-6.359618187E0	-4.026383877E0	1.938661469E1
4.489039808E0	-1.769613838E1	-6.437261105E0	-3.099061966E0	1.908391546E1
4.497624808E0	-1.768935204E1	-6.431000233E0	-2.350311041E0	1.896826037E1
4.506209986E0	-1.666178131E1	-7.076331139E0	-2.452852964E0	1.826761907E1
4.514794986E0	-1.530401230E1	-8.416856766E0	-3.197161913E0	1.775607261E1
4.523380103E0	-1.303838062E1	-1.058107090E1	-3.706248999E0	1.719577600E1
4.531965103E0	-1.021985054E1	-1.393141270E1	-3.609329939E0	1.765097355E1
4.540550303E0	-5.856520176E0	-1.812742805E1	-4.033195019E0	1.947226588E1
4.549135228E0	2.210669994E0	-1.983136749E1	-6.030904770E0	2.084567127E1
4.557720457E0	1.336761093E1	-1.916241455E1	-1.011749077E1	2.546084784E1
4.566305611E0	2.604175568E1	-1.688536072E1	-1.405179405E1	3.406965455E1
4.574890578E0	3.556054306E1	-1.434195709E1	-1.496090317E1	4.115911296E1
4.583475734E0	4.409208298E1	-1.730176353E1	-2.750155926E0	4.744498035E1
4.592060758E0	4.347879410E1	-7.694337845E0	-8.513482094E0	4.496763001E1
4.600645986E0	3.165122795E1	-5.463812828E0	9.553078651E0	3.350992082E1
4.609230902E0	2.020670319E1	-8.485179901E0	2.256546783E1	3.145646945E1
4.617816130E0	1.582611084E1	-8.630956650E0	2.732987022E1	3.273959382E1
4.626401308E0	1.175519562E1	-6.247913837E0	2.891880417E1	3.183580195E1
4.634986310E0	8.762207985E0	-3.253901958E0	2.885803986E1	3.033398475E1
4.643571438E0	7.428020954E0	-1.579890966E0	2.786858368E1	2.888476254E1
4.652156454E0	9.108751297E0	-4.136782169E0	2.338922691E1	2.543891217E1
4.660741608E0	1.042938805E1	-7.594723225E0	1.562999725E1	2.026693786E1
4.669326837E0	1.115536308E1	-1.051305008E1	9.069061279E0	1.781050869E1
4.677911837E0	1.139470291E1	-1.281071854E1	4.386912823E0	1.769742264E1
4.686496988E0	1.073881721E1	-1.523495865E1	8.151239753E-1	1.865718594E1
4.695081986E0	9.614944458E0	-1.824250221E1	-3.706139922E-1	2.062458239E1
4.703667121E0	6.941414833E0	-2.129789543E1	-3.697620034E-1	2.240357814E1
4.712252123E0	2.789863110E0	-2.415923309E1	4.375750124E-1	2.432371994E1
4.720837257E0	-1.690911055E0	-2.679510689E1	7.785009742E-1	2.685969093E1
4.729422486E0	-6.043178082E0	-2.850979042E1	-4.482859969E-1	2.914668268E1
4.738007452E0	-9.388289452E0	-2.936906815E1	-2.401479959E0	3.092651368E1
4.746592606E0	-1.148148060E1	-2.935249329E1	-4.285223007E0	3.180811838E1
4.755177608E0	-1.289016724E1	-2.821198654E1	-5.352474213E0	3.147572996E1
4.763762837E0	-1.354667473E1	-2.614998245E1	-5.708693981E0	2.999871940E1
4.772347991E0	-1.441997528E1	-2.358177567E1	-5.133584023E0	2.811386696E1
4.780932991E0	-1.498750687E1	-2.078347778E1	-4.026249886E0	2.593817648E1
4.789518166E0	-1.521722889E1	-1.804078293E1	-2.380310059E0	2.372129380E1
4.798103166E0	-1.549470711E1	-1.595912361E1	1.131059974E-1	2.224392878E1
4.806688328E0	-1.590236664E1	-1.359812546E1	2.181900978E0	2.103699058E1
4.815273330E0	-1.737117386E1	-1.035269928E1	2.679603100E0	2.039892979E1
4.823858459E0	-1.934971046E1	-6.232145786E0	1.246127009E0	2.036673191E1
4.832443688E0	-2.300458336E1	-1.586634040E0	1.507287979E0	2.310844391E1
4.841028723E0	-2.591943359E1	2.041043997E0	5.825849771E-1	2.600619741E1
4.849613861E0	-2.695689392E1	3.818069935E0	-9.447410107E-1	2.724232596E1
4.858198863E0	-2.712541389E1	3.313324928E0	-3.137219906E0	2.750651468E1
4.866784073E0	-2.656873322E1	2.058271885E0	-5.115750790E0	2.713494010E1
4.875368998E0	-2.671873093E1	6.575739980E-1	-5.458913803E0	2.727861297E1
4.883954113E0	-2.681313515E1	-2.985456944E0	-5.030060768E0	2.744373664E1
4.892539342E0	-2.579037094E1	-8.811356544E0	-4.987026215E0	2.770656362E1
4.901124381E0	-2.343279839E1	-1.608173180E1	-5.791423798E0	2.900446047E1
4.909709537E0	-1.988118744E1	-2.412138367E1	-7.336664200E0	3.210808941E1
4.918294527E0	-1.573636436E1	-3.142677307E1	-9.977191925E0	3.653518288E1
4.926879680E0	-1.003369427E1	-3.729414368E1	-1.424460125E1	4.116353772E1
4.935464676E0	-4.190812111E0	-4.061460876E1	-1.942541122E1	4.521566048E1
4.944049904E0	1.688439995E-1	-4.391975784E1	-2.369069481E1	4.990213079E1
4.952635082E0	4.236944199E0	-4.905187988E1	-2.114052010E1	5.358134196E1
4.961220082E0	8.493886948E0	-4.810797119E1	-9.798810005E0	4.982509092E1
4.969805207E0	5.286099911E0	-3.792967224E1	2.332603931E0	3.836722468E1
4.978390209E0	-1.148500014E-2	-3.014558601E1	2.464936256E1	3.894030769E1
4.986975397E0	3.855499923E-1	-2.066322708E1	4.171391296E1	4.655285316E1
4.995560626E0	4.008145809E0	-1.227076054E1	5.278881454E1	5.434423371E1
5.004145621E0	9.303766251E0	-1.961693192E1	4.111195374E1	4.649276099E1
5.012730775E0	1.042051125E1	-2.068524551E1	3.634357452E1	4.309665701E1
5.021315809E0	5.591596127E0	-1.464035034E1	3.456341553E1	3.795043476E1
5.029900963E0	2.143874884E0	-1.146992970E1	2.981431007E1	3.201637974E1
5.038485926E0	3.413979053E0	-1.265394306E1	2.099862671E1	2.475317862E1
5.047071154E0	6.353402138E0	-1.383660698E1	1.297504425E1	2.000422917E1
5.055656289E0	8.405312538E0	-1.375063705E1	7.243737221E0	1.766921128E1
5.064241289E0	8.554914474E0	-1.354561710E1	4.031293869E0	1.652034003E1
5.072826459E0	7.522829056E0	-1.411208534E1	1.490079045E0	1.606126537E1
5.081411459E0	6.727381229E0	-1.544739532E1	3.307090104E-1	1.685197463E1
5.089996616E0	5.224123955E0	-1.775872803E1	6.272289753E-1	1.852180630E1
5.098581618E0	3.318053961E0	-1.958999252E1	1.800744057E0	1.995043780E1
5.107166809E0	-2.411040068E-1	-2.213643074E1	2.688158989E0	2.230035641E1
5.115751963E0	-3.182724953E0	-2.529815292E1	2.530044079E0	2.562279069E1
5.124336953E0	-6.001753807E0	-2.790168762E1	1.459064007E0	2.857716026E1
5.132922109E0	-8.401164055E0	-2.941812515E1	4.999800026E-2	3.059425019E1
5.141507123E0	-1.068069363E1	-2.928258133E1	-1.482022047E0	3.120485820E1
5.150092351E0	-1.276043320E1	-2.666396713E1	-4.014306068E0	2.983136691E1
5.158677558E0	-1.725336647E1	-2.115660858E1	-5.354878902E0	2.782005516E1
5.167262558E0	-2.025461578E1	-1.491381645E1	-8.454078674E0	2.653568970E1
5.175847705E0	-2.632357597E1	-5.734406948E0	-1.107764435E1	2.912950874E1
5.184432703E0	-3.316527176E1	4.698081017E0	-1.518099499E1	3.677594084E1
5.193017878E0	-3.684832001E1	1.183470345E1	-1.681470680E1	4.219707641E1
5.201602878E0	-3.756228256E1	1.296152878E1	-1.654325104E1	4.304190347E1
5.210188058E0	-3.505736542E1	8.175442696E0	-1.582085800E1	3.932119379E1
5.218773214E0	-2.818937683E1	-2.784425974E0	-1.553422737E1	3.230644230E1
5.227358178E0	-2.420938683E1	-1.058214474E1	-1.138140392E1	2.876825599E1
5.235943334E0	-2.172886276E1	-1.729111862E1	-7.765287876E0	2.883445779E1
5.244528572E0	-1.974156189E1	-2.304763412E1	-5.115890026E0	3.077490919E1
5.253113470E0	-1.765513992E1	-2.776019859E1	-3.316732883E0	3.306559101E1
5.261698472E0	-1.528089428E1	-3.099947166E1	-2.032418966E0	3.462085644E1
5.270283740E0	-1.249975586E1	-3.292274094E1	-1.812325001E0	3.526237782E1
5.278868894E0	-8.961709023E0	-3.387764740E1	-2.985114098E0	3.516984686E1
5.287453899E0	-4.612558842E0	-3.433985519E1	-4.532681942E0	3.494347664E1
5.296039055E0	7.792090178E-1	-3.575802612E1	-3.052627087E0	3.589654762E1
5.304624093E0	7.087187767E0	-3.622585678E1	9.916009903E-1	3.692592859E1
5.313209247E0	1.290579796E1	-3.237535858E1	8.114798546E0	3.578510053E1
